# cid2code.txt (Version 05/10/2001)
#
# The data in this table contains 25 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5078 "Adobe-Japan1-4 Character Collection for CID-Keyed Fonts":
#
# http://partners.adobe.com/asn/developer/technotes.html
#
# This table contains lists CIDs 0 through 15443 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 25, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "H" and "V" CMaps (JIS X
#   0208:1997 character set, ISO-2022-JP encoding).
#
# o Column 3: Character codes for the "RKSJ-H" and "RKSJ-V" CMaps (JIS
#   X 0208:1997 character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "EUC-H" and "EUC-V" CMaps (JIS
#   X 0208:1997 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 5: Character codes for the "83pv-RKSJ-H" CMap (KanjiTalk
#   Version 6 character set, Shift-JIS encoding, proportional Latin
#   characters).
#
# o Column 6: Character codes for the "Add-H" and "Add-V" CMaps
#   (Fujitsu character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 7: Character codes for the "Add-RKSJ-H" and "Add-RKSJ-V"
#   CMaps (Fujitsu character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 8: Character codes for the "Ext-H" and "Ext-V" CMaps (NEC
#   character set, ISO-2022-JP encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "Ext-RKSJ-H" and "Ext-RKSJ-V"
#   CMaps (NEC character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 10: Character codes for the "NWP-H" and "NWP-V" CMaps (NEC
#   Bungo character set, ISO-2022-JP encoding).
#
# o Column 11: Character codes for the "90pv-RKSJ-H" and "90pv-RKSJ-V"
#   CMap (KanjiTalk Version 7 character set, Shift-JIS encoding,
#   proportional Latin characters).
#
# o Column 12: Character codes for the "90ms-RKSJ-H" and "90ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, half-width Latin characters).
#
# o Column 13: Character codes for the "90msp-RKSJ-H" and "90msp-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "78-H" and "78-V" CMaps (JIS C
#   6226-1978 character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 15: Character codes for the "78-RKSJ-H" and "78-RKSJ-V"
#   CMaps (JIS C 6226-1978 character set, Shift-JIS encoding,
#   half-width Latin characters).
#
# o Column 16: Character codes for the "78ms-RKSJ-H" and "78ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, JIS C 6226-1978
#   glyphs, Shift-JIS encoding, half-width Latin characters).
#
# o Column 17: Character codes for the "78-EUC-H" and "78-EUC-V" CMaps
#   (JIS C 6226-1978 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 18: Character codes for the "UniJIS-UCS2-H" and
#   "UniJIS-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "UniJIS-UCS2-HW-H" and
#   "UniJIS-UCS2-HW-V" CMaps (Unicode UCS-2/UTF-16 encoding,
#   half-width Latin characters).
#
# o Column 20: Character codes for the "UniJIS-UTF8-H" and
#   "UniJIS-UTF8-V" CMaps (Unicode UTF-8 encoding, proportional Latin
#   characters).
#
# o Columns 21-25: The CMap files for these five columns specify one-
#   byte encodings only: Hiragana, Katakana, Hankaku, Roman, and WP-
#   Symbol.
#
# NOTE: The three new "Pro" CMap files differ from their non-Pro
#       counterparts as follows:
#
#                    UniJISPro-UCS2-V  UniJIS-UCS2-V
#       U+2018       12173             8281
#       U+2019       12174             8282
#       U+201C        7956             8279
#       U+201D        7957             8280
#       U+337B       12044              n/a
#       U+337C       12043              n/a
#       U+337D       12042              n/a
#       U+337E       12041              n/a
#       U+FF1A       12101              n/a
#
#       The UniJISPro-UCS2-HW-V and UniJIS-UCS2-HW-V CMap files share
#       the same differences.
#
#                    UniJISPro-UTF8-V  UniJIS-UTF8-V
#       0xE28098     12173             8281
#       0xE28099     12174             8282
#       0xE2809C      7956             8279
#       0xE2809D      7957             8280
#       0xE38DBB     12044              n/a
#       0xE38DBC     12043              n/a
#       0xE38DBD     12042              n/a
#       0xE38DBE     12041              n/a
#       0xEFBC9A     12101              n/a
#
CID	H	RKSJ	EUC	83pv-RKSJ	Add	Add-RKSJ	Ext	Ext-RKSJ	NWP	90pv-RKSJ	90ms-RKSJ	90msp-RKSJ	78	78-RKSJ	78ms-RKSJ	78-EUC	UniJIS-UCS2	UniJIS-UCS2-HW	UniJIS-UTF8	Hiragana	Katakana	Hankaku	Roman	WP-Symbol
101	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00a1	*	c2a1	*	*	*	*	*
102	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00a2	*	c2a2	*	*	*	*	*
103	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00a3	*	c2a3	*	*	*	*	*
104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2044	*	e28184	*	*	*	*	*
105	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
106	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
107	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00a4	*	c2a4	*	*	*	*	*
108	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
109	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ab	*	c2ab	*	*	*	*	*
110	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2039	*	e280b9	*	*	*	*	*
111	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	203a	*	e280ba	*	*	*	*	*
112	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fb01	*	efac81	*	*	*	*	*
113	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fb02	*	efac82	*	*	*	*	*
114	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2012,2013	*	e28092,e28093	*	*	*	*	*
115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
116	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b7	*	c2b7	*	*	*	*	*
118	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
119	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2022	*	e280a2	*	*	*	*	*
120	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	201a	*	e2809a	*	*	*	*	*
121	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	201e	*	e2809e	*	*	*	*	*
122	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
123	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00bb	*	c2bb	*	*	*	*	*
124	*	*	*	ff	*	*	*	*	*	ff	*	*	*	*	*	*	*	*	*	*	*	*	*	*
125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
126	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00bf	*	c2bf	*	*	*	*	*
127	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0301	*	cc81	*	*	*	*	*
128	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0302	*	cc82	*	*	*	*	*
129	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00af,0304	*	c2af,cc84	*	*	*	*	*
130	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0306	*	cc86	*	*	*	*	*
131	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0307	*	cc87	*	*	*	*	*
132	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0308	*	cc88	*	*	*	*	*
133	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	030a	*	cc8a	*	*	*	*	*
134	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b8,0327	*	c2b8,cca7	*	*	*	*	*
135	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	030b	*	cc8b	*	*	*	*	*
136	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0328	*	cca8	*	*	*	*	*
137	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	030c	*	cc8c	*	*	*	*	*
138	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0336,2014	*	ccb6,e28094	*	*	*	*	*
139	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c6	*	c386	*	*	*	*	*
140	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00aa	*	c2aa	*	*	*	*	*
141	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0141	*	c581	*	*	*	*	*
142	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d8	*	c398	*	*	*	*	*
143	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0152	*	c592	*	*	*	*	*
144	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ba	*	c2ba	*	*	*	*	*
145	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e6	*	c3a6	*	*	*	*	*
146	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0131	*	c4b1	*	*	*	*	*
147	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0142	*	c582	*	*	*	*	*
148	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f8	*	c3b8	*	*	*	*	*
149	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0153	*	c593	*	*	*	*	*
150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00df	*	c39f	*	*	*	*	*
151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ad	*	c2ad	*	*	*	*	*
152	*	*	*	fd	*	*	*	*	*	fd	*	*	*	*	*	*	00a9	*	c2a9	*	*	*	*	*
153	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ac	*	c2ac	*	*	*	*	*
154	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ae	*	c2ae	*	*	*	*	*
155	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
157	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b2	*	c2b2	*	*	*	*	*
158	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b3	*	c2b3	*	*	*	*	*
159	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b5	*	c2b5	*	*	*	*	*
160	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00b9	*	c2b9	*	*	*	*	*
161	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00bc	*	c2bc	*	*	*	*	*
162	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00bd	*	c2bd	*	*	*	*	*
163	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00be	*	c2be	*	*	*	*	*
164	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c0	*	c380	*	*	*	*	*
165	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c1	*	c381	*	*	*	*	*
166	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c2	*	c382	*	*	*	*	*
167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c3	*	c383	*	*	*	*	*
168	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c4	*	c384	*	*	*	*	*
169	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c5	*	c385	*	*	*	*	*
170	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c7	*	c387	*	*	*	*	*
171	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c8	*	c388	*	*	*	*	*
172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00c9	*	c389	*	*	*	*	*
173	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ca	*	c38a	*	*	*	*	*
174	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00cb	*	c38b	*	*	*	*	*
175	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00cc	*	c38c	*	*	*	*	*
176	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00cd	*	c38d	*	*	*	*	*
177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ce	*	c38e	*	*	*	*	*
178	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00cf	*	c38f	*	*	*	*	*
179	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d0	*	c390	*	*	*	*	*
180	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d1	*	c391	*	*	*	*	*
181	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d2	*	c392	*	*	*	*	*
182	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d3	*	c393	*	*	*	*	*
183	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d4	*	c394	*	*	*	*	*
184	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d5	*	c395	*	*	*	*	*
185	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d6	*	c396	*	*	*	*	*
186	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
187	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00d9	*	c399	*	*	*	*	*
188	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00da	*	c39a	*	*	*	*	*
189	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00db	*	c39b	*	*	*	*	*
190	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00dc	*	c39c	*	*	*	*	*
191	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00dd	*	c39d	*	*	*	*	*
192	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00de	*	c39e	*	*	*	*	*
193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e0	*	c3a0	*	*	*	*	*
194	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e1	*	c3a1	*	*	*	*	*
195	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e2	*	c3a2	*	*	*	*	*
196	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e3	*	c3a3	*	*	*	*	*
197	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e4	*	c3a4	*	*	*	*	*
198	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e5	*	c3a5	*	*	*	*	*
199	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e7	*	c3a7	*	*	*	*	*
200	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e8	*	c3a8	*	*	*	*	*
201	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00e9	*	c3a9	*	*	*	*	*
202	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ea	*	c3aa	*	*	*	*	*
203	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00eb	*	c3ab	*	*	*	*	*
204	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ec	*	c3ac	*	*	*	*	*
205	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ed	*	c3ad	*	*	*	*	*
206	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ee	*	c3ae	*	*	*	*	*
207	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ef	*	c3af	*	*	*	*	*
208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f0	*	c3b0	*	*	*	*	*
209	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f1	*	c3b1	*	*	*	*	*
210	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f2	*	c3b2	*	*	*	*	*
211	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f3	*	c3b3	*	*	*	*	*
212	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f4	*	c3b4	*	*	*	*	*
213	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f5	*	c3b5	*	*	*	*	*
214	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f6	*	c3b6	*	*	*	*	*
215	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
216	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00f9	*	c3b9	*	*	*	*	*
217	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00fa	*	c3ba	*	*	*	*	*
218	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00fb	*	c3bb	*	*	*	*	*
219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00fc	*	c3bc	*	*	*	*	*
220	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00fd	*	c3bd	*	*	*	*	*
221	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00fe	*	c3be	*	*	*	*	*
222	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	00ff	*	c3bf	*	*	*	*	*
223	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0160	*	c5a0	*	*	*	*	*
224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0178	*	c5b8	*	*	*	*	*
225	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	017d	*	c5bd	*	*	*	*	*
226	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0305	*	cc85	*	*	*	*	*
227	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0161	*	c5a1	*	*	*	*	*
228	*	*	*	fe	*	*	*	*	*	fe	*	*	*	*	*	*	2122	*	e284a2	*	*	*	*	*
229	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	017e	*	c5be	*	*	*	*	*
230	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
231	*	20	20	*	*	20	*	20	*	*	20	*	*	20	20	20	2002	0020,0020v	e28082	*	*	20,60	20	*
232	*	21	21	8540	*	21	2921	21,8540	2921	*	21	*	*	21	21	21	*	0021,0021v	*	*	*	21	21	*
233	*	22	22	8541	*	22	2922	22,8541	2922	*	22	*	*	22	22	22	*	0022,0022v	*	*	*	22	22	*
234	*	23	23	8542	*	23	2923	23,8542	2923	*	23	*	*	23	23	23	*	0023,0023v	*	*	*	23	23	*
235	*	24	24	8543	*	24	2924	24,8543	2924	*	24	*	*	24	24	24	*	0024,0024v	*	*	*	24	24	*
236	*	25	25	8544	*	25	2925	25,8544	2925	*	25	*	*	25	25	25	*	0025,0025v	*	*	*	25	25	*
237	*	26	26	8545	*	26	2926	26,8545	2926	*	26	*	*	26	26	26	*	0026,0026v	*	*	*	26	26	*
238	*	27	27	8546	*	27	2927	27,8546	2927	*	27	*	*	27	27	27	*	0027,0027v	*	*	*	27	27	*
239	*	28	28	8547	*	28	2928	28,8547	2928	*	28	*	*	28	28	28	*	0028,0028v	*	*	*	28	28	*
240	*	29	29	8548	*	29	2929	29,8548	2929	*	29	*	*	29	29	29	*	0029,0029v	*	*	*	29	29	*
241	*	2a	2a	8549	*	2a	292a	2a,8549	292a	*	2a	*	*	2a	2a	2a	*	002a,002av	*	*	*	2a	2a	*
242	*	2b	2b	854a	*	2b	292b	2b,854a	292b	*	2b	*	*	2b	2b	2b	*	002b,002bv	*	*	*	2b	2b	*
243	*	2c	2c	854b	*	2c	292c	2c,854b	292c	*	2c	*	*	2c	2c	2c	*	002c,002cv	*	*	*	2c	2c	*
244	*	2d	2d	854c	*	2d	292d	2d,854c	292d	*	2d	*	*	2d	2d	2d	*	002d,002dv	*	*	*	2d	2d	*
245	*	2e	2e	854d	*	2e	292e	2e,854d	292e	*	2e	*	*	2e	2e	2e	*	002e,002ev	*	*	*	2e	2e	*
246	*	2f	2f	854e	*	2f	292f	2f,854e	292f	*	2f	*	*	2f	2f	2f	*	002f,002fv	*	*	*	2f	2f	*
247	*	30	30	854f	*	30	2930	30,854f	2930	*	30	*	*	30	30	30	*	0030,0030v	*	*	*	30	30	*
248	*	31	31	8550	*	31	2931	31,8550	2931	*	31	*	*	31	31	31	*	0031,0031v	*	*	*	31	31	*
249	*	32	32	8551	*	32	2932	32,8551	2932	*	32	*	*	32	32	32	*	0032,0032v	*	*	*	32	32	*
250	*	33	33	8552	*	33	2933	33,8552	2933	*	33	*	*	33	33	33	*	0033,0033v	*	*	*	33	33	*
251	*	34	34	8553	*	34	2934	34,8553	2934	*	34	*	*	34	34	34	*	0034,0034v	*	*	*	34	34	*
252	*	35	35	8554	*	35	2935	35,8554	2935	*	35	*	*	35	35	35	*	0035,0035v	*	*	*	35	35	*
253	*	36	36	8555	*	36	2936	36,8555	2936	*	36	*	*	36	36	36	*	0036,0036v	*	*	*	36	36	*
254	*	37	37	8556	*	37	2937	37,8556	2937	*	37	*	*	37	37	37	*	0037,0037v	*	*	*	37	37	*
255	*	38	38	8557	*	38	2938	38,8557	2938	*	38	*	*	38	38	38	*	0038,0038v	*	*	*	38	38	*
256	*	39	39	8558	*	39	2939	39,8558	2939	*	39	*	*	39	39	39	*	0039,0039v	*	*	*	39	39	*
257	*	3a	3a	8559	*	3a	293a	3a,8559	293a	*	3a	*	*	3a	3a	3a	*	003a,003av	*	*	*	3a	3a	*
258	*	3b	3b	855a	*	3b	293b	3b,855a	293b	*	3b	*	*	3b	3b	3b	*	003b,003bv	*	*	*	3b	3b	*
259	*	3c	3c	855b	*	3c	293c	3c,855b	293c	*	3c	*	*	3c	3c	3c	*	003c,003cv	*	*	*	3c	3c	*
260	*	3d	3d	855c	*	3d	293d	3d,855c	293d	*	3d	*	*	3d	3d	3d	*	003d,003dv	*	*	*	3d	3d	*
261	*	3e	3e	855d	*	3e	293e	3e,855d	293e	*	3e	*	*	3e	3e	3e	*	003e,003ev	*	*	*	3e	3e	*
262	*	3f	3f	855e	*	3f	293f	3f,855e	293f	*	3f	*	*	3f	3f	3f	*	003f,003fv	*	*	*	3f	3f	*
263	*	40	40	855f	*	40	2940	40,855f	2940	*	40	*	*	40	40	40	*	0040,0040v	*	*	*	40	40	*
264	*	41	41	8560	*	41	2941	41,8560	2941	*	41	*	*	41	41	41	*	0041,0041v	*	*	*	41	41	*
265	*	42	42	8561	*	42	2942	42,8561	2942	*	42	*	*	42	42	42	*	0042,0042v	*	*	*	42	42	*
266	*	43	43	8562	*	43	2943	43,8562	2943	*	43	*	*	43	43	43	*	0043,0043v	*	*	*	43	43	*
267	*	44	44	8563	*	44	2944	44,8563	2944	*	44	*	*	44	44	44	*	0044,0044v	*	*	*	44	44	*
268	*	45	45	8564	*	45	2945	45,8564	2945	*	45	*	*	45	45	45	*	0045,0045v	*	*	*	45	45	*
269	*	46	46	8565	*	46	2946	46,8565	2946	*	46	*	*	46	46	46	*	0046,0046v	*	*	*	46	46	*
270	*	47	47	8566	*	47	2947	47,8566	2947	*	47	*	*	47	47	47	*	0047,0047v	*	*	*	47	47	*
271	*	48	48	8567	*	48	2948	48,8567	2948	*	48	*	*	48	48	48	*	0048,0048v	*	*	*	48	48	*
272	*	49	49	8568	*	49	2949	49,8568	2949	*	49	*	*	49	49	49	*	0049,0049v	*	*	*	49	49	*
273	*	4a	4a	8569	*	4a	294a	4a,8569	294a	*	4a	*	*	4a	4a	4a	*	004a,004av	*	*	*	4a	4a	*
274	*	4b	4b	856a	*	4b	294b	4b,856a	294b	*	4b	*	*	4b	4b	4b	*	004b,004bv	*	*	*	4b	4b	*
275	*	4c	4c	856b	*	4c	294c	4c,856b	294c	*	4c	*	*	4c	4c	4c	*	004c,004cv	*	*	*	4c	4c	*
276	*	4d	4d	856c	*	4d	294d	4d,856c	294d	*	4d	*	*	4d	4d	4d	*	004d,004dv	*	*	*	4d	4d	*
277	*	4e	4e	856d	*	4e	294e	4e,856d	294e	*	4e	*	*	4e	4e	4e	*	004e,004ev	*	*	*	4e	4e	*
278	*	4f	4f	856e	*	4f	294f	4f,856e	294f	*	4f	*	*	4f	4f	4f	*	004f,004fv	*	*	*	4f	4f	*
279	*	50	50	856f	*	50	2950	50,856f	2950	*	50	*	*	50	50	50	*	0050,0050v	*	*	*	50	50	*
280	*	51	51	8570	*	51	2951	51,8570	2951	*	51	*	*	51	51	51	*	0051,0051v	*	*	*	51	51	*
281	*	52	52	8571	*	52	2952	52,8571	2952	*	52	*	*	52	52	52	*	0052,0052v	*	*	*	52	52	*
282	*	53	53	8572	*	53	2953	53,8572	2953	*	53	*	*	53	53	53	*	0053,0053v	*	*	*	53	53	*
283	*	54	54	8573	*	54	2954	54,8573	2954	*	54	*	*	54	54	54	*	0054,0054v	*	*	*	54	54	*
284	*	55	55	8574	*	55	2955	55,8574	2955	*	55	*	*	55	55	55	*	0055,0055v	*	*	*	55	55	*
285	*	56	56	8575	*	56	2956	56,8575	2956	*	56	*	*	56	56	56	*	0056,0056v	*	*	*	56	56	*
286	*	57	57	8576	*	57	2957	57,8576	2957	*	57	*	*	57	57	57	*	0057,0057v	*	*	*	57	57	*
287	*	58	58	8577	*	58	2958	58,8577	2958	*	58	*	*	58	58	58	*	0058,0058v	*	*	*	58	58	*
288	*	59	59	8578	*	59	2959	59,8578	2959	*	59	*	*	59	59	59	*	0059,0059v	*	*	*	59	59	*
289	*	5a	5a	8579	*	5a	295a	5a,8579	295a	*	5a	*	*	5a	5a	5a	*	005a,005av	*	*	*	5a	5a	*
290	*	5b	5b	857a	*	5b	295b	5b,857a	295b	*	5b	*	*	5b	5b	5b	*	005b,005bv	*	*	*	5b	5b	*
291	*	5c	5c	857b	*	5c	295c	5c,857b	295c	*	5c	*	*	5c	5c	5c	*	00a5,00a5v	*	*	*	5c	5c	*
292	*	5d	5d	857c	*	5d	295d	5d,857c	295d	*	5d	*	*	5d	5d	5d	*	005d,005dv	*	*	*	5d	5d	*
293	*	5e	5e	857d	*	5e	295e	5e,857d	295e	*	5e	*	*	5e	5e	5e	*	005e,005ev	*	*	*	5e	5e	*
294	*	5f	5f	857e	*	5f	295f	5f,857e	295f	*	5f	*	*	5f	5f	5f	*	005f,005fv	*	*	*	5f	5f	*
295	*	60	60	8692	*	60	2b72	60,8692	2b72	*	60	*	*	60	60	60	*	0060,0060v	*	*	*	*	60	*
296	*	61	61	8581	*	61	2961	61,8581	2961	*	61	*	*	61	61	61	*	0061,0061v	*	*	*	61	61	*
